Product_ID,Title,Subtitle,Category,Sub_Category,Tags,Price,Original_Price,Badge,Is_New_Arrival,Is_Best_Seller,Description,Detail_1,Detail_2,Detail_3,Detail_4,Image_Path,Color,Stock
2026_1001,Pure Cambric Matching Suit,Shirt length 47 / Bottom 2.5 mtrs / Dupatta 2.25 mtrs,Summer Collections,Cotton/Linen Suits,"New Arrival, cotton-linen, cambric",900,,New,Y,N,"Pure Cambric matching suit. Shirt length 47 ready. Bottom 2.5 mtrs, Dupatta 2.25 mtrs.",Fabric: Pure Cambric,Shirt length: 47 ready,Bottom: 2.5 mtrs,Dupatta: 2.25 mtrs,/images/2026_1001-blue.jpg,,5
2026_1001,Pure Cambric Matching Suit,Shirt length 47 / Bottom 2.5 mtrs / Dupatta 2.25 mtrs,Summer Collections,Cotton/Linen Suits,"New Arrival, cotton-linen, cambric",900,,New,Y,N,"Pure Cambric matching suit. Shirt length 47 ready. Bottom 2.5 mtrs, Dupatta 2.25 mtrs.",Fabric: Pure Cambric,Shirt length: 47 ready,Bottom: 2.5 mtrs,Dupatta: 2.25 mtrs,/images/2026_1001-green.jpg,,8
2026_1001,Pure Cambric Matching Suit,Shirt length 47 / Bottom 2.5 mtrs / Dupatta 2.25 mtrs,Summer Collections,Cotton/Linen Suits,"New Arrival, cotton-linen, cambric",900,,New,Y,N,"Pure Cambric matching suit. Shirt length 47 ready. Bottom 2.5 mtrs, Dupatta 2.25 mtrs.",Fabric: Pure Cambric,Shirt length: 47 ready,Bottom: 2.5 mtrs,Dupatta: 2.25 mtrs,/images/2026_1001-red.jpg,,3
2026_1001,Pure Cambric Matching Suit,Shirt length 47 / Bottom 2.5 mtrs / Dupatta 2.25 mtrs,Summer Collections,Cotton/Linen Suits,"New Arrival, cotton-linen, cambric",900,,New,Y,N,"Pure Cambric matching suit. Shirt length 47 ready. Bottom 2.5 mtrs, Dupatta 2.25 mtrs.",Fabric: Pure Cambric,Shirt length: 47 ready,Bottom: 2.5 mtrs,Dupatta: 2.25 mtrs,/images/2026_1001-yellow.jpg,,9
